2026-07-17 01:57:44,556 | INFO | __main__ | Application Started
2026-07-17 01:57:56,735 | INFO | __main__ | Application Started
2026-07-26 17:16:24,591 | INFO | - | main.py | <module> | Logging configured.
2026-07-26 17:16:24,591 | INFO | - | main.py | <module> | Application startup completed.
2026-07-26 17:16:35,617 | INFO | 4aa3b092-af5c-484e-9917-5c8e28edb9f5 | request_id.py | dispatch | GET /
2026-07-26 17:16:35,622 | INFO | 4aa3b092-af5c-484e-9917-5c8e28edb9f5 | request_id.py | dispatch | GET / Status=200 Duration=0.005s
2026-07-26 17:16:45,182 | INFO | fc502a28-4c06-4cf4-ba61-6ea6cb91d7c2 | request_id.py | dispatch | GET /
2026-07-26 17:16:45,186 | INFO | fc502a28-4c06-4cf4-ba61-6ea6cb91d7c2 | request_id.py | dispatch | GET / Status=200 Duration=0.002s
2026-07-26 17:16:45,286 | INFO | 723148f9-0f92-407e-928f-3717ffa77871 | request_id.py | dispatch | GET /favicon.ico
2026-07-26 17:16:45,287 | INFO | 723148f9-0f92-407e-928f-3717ffa77871 | request_id.py | dispatch | GET /favicon.ico Status=404 Duration=0.001s
2026-07-26 17:16:52,210 | INFO | 9b3553c7-6f53-43eb-99c8-5150cd1f1b01 | request_id.py | dispatch | GET /docs
2026-07-26 17:16:52,210 | INFO | 9b3553c7-6f53-43eb-99c8-5150cd1f1b01 | request_id.py | dispatch | GET /docs Status=200 Duration=0.000s
2026-07-26 17:17:18,848 | INFO | f2fd19e6-fd1f-4534-830d-a9b0311aa688 | request_id.py | dispatch | GET /predict
2026-07-26 17:17:18,849 | INFO | f2fd19e6-fd1f-4534-830d-a9b0311aa688 | request_id.py | dispatch | GET /predict Status=405 Duration=0.001s
2026-07-26 17:17:31,332 | INFO | 3154b2e6-7171-493b-909b-aedbdb38b6b7 | request_id.py | dispatch | GET /docs
2026-07-26 17:17:31,334 | INFO | 3154b2e6-7171-493b-909b-aedbdb38b6b7 | request_id.py | dispatch | GET /docs Status=200 Duration=0.001s
2026-07-26 17:17:35,607 | INFO | d3fcb285-7fbc-43fe-965b-00b13fd019eb | request_id.py | dispatch | GET /openapi.json
2026-07-26 17:17:35,660 | INFO | d3fcb285-7fbc-43fe-965b-00b13fd019eb | request_id.py | dispatch | GET /openapi.json Status=200 Duration=0.053s
2026-07-26 17:18:11,500 | INFO | 5ab9e877-0820-4ea6-ba63-ef6efdeb906d | request_id.py | dispatch | GET /docs
2026-07-26 17:18:11,501 | INFO | 5ab9e877-0820-4ea6-ba63-ef6efdeb906d | request_id.py | dispatch | GET /docs Status=200 Duration=0.000s
2026-07-26 17:18:18,174 | INFO | 82d58e8d-3481-465c-b26e-b3cb04a3e4ba | request_id.py | dispatch | GET /openapi.json
2026-07-26 17:18:18,174 | INFO | 82d58e8d-3481-465c-b26e-b3cb04a3e4ba | request_id.py | dispatch | GET /openapi.json Status=200 Duration=0.000s
2026-07-26 17:21:33,187 | INFO | bb74b8ea-b07d-44ae-9ff7-636723ac0193 | request_id.py | dispatch | POST /predict
2026-07-26 17:21:38,471 | INFO | bb74b8ea-b07d-44ae-9ff7-636723ac0193 | request_id.py | dispatch | POST /predict Status=422 Duration=5.283s
2026-07-26 17:22:45,660 | INFO | 2e86f2fa-b670-432e-b116-9f80d5186e85 | request_id.py | dispatch | POST /predict
2026-07-26 17:22:45,723 | INFO | 2e86f2fa-b670-432e-b116-9f80d5186e85 | request_id.py | dispatch | POST /predict Status=422 Duration=0.062s
2026-07-26 17:23:16,085 | INFO | bc75e4ac-ca02-4400-8267-8b26bce847e4 | request_id.py | dispatch | POST /predict
2026-07-26 17:23:16,086 | INFO | bc75e4ac-ca02-4400-8267-8b26bce847e4 | request_id.py | dispatch | POST /predict Status=422 Duration=0.002s
2026-07-26 23:47:23,084 | INFO | - | main.py | <module> | Logging configured.
2026-07-26 23:47:23,091 | INFO | - | main.py | <module> | Application startup completed.
2026-07-28 21:51:37,473 | INFO | - | main.py | <module> | Logging configured.
2026-07-28 21:51:37,473 | INFO | - | main.py | <module> | Application startup completed.
2026-07-28 21:51:40,981 | INFO | 80096708-37e3-466d-b4b1-81be8f712361 | request_id.py | dispatch | GET /
2026-07-28 21:51:40,984 | INFO | 80096708-37e3-466d-b4b1-81be8f712361 | request_id.py | dispatch | GET / Status=200 Duration=0.003s
2026-07-28 21:51:41,055 | INFO | 1e6c6627-0483-4b46-a19e-78094d83f6f2 | request_id.py | dispatch | GET /favicon.ico
2026-07-28 21:51:41,056 | INFO | 1e6c6627-0483-4b46-a19e-78094d83f6f2 | request_id.py | dispatch | GET /favicon.ico Status=404 Duration=0.000s
2026-07-28 21:51:44,299 | INFO | 90db6c61-e282-4e77-b38e-decee092948e | request_id.py | dispatch | GET /
2026-07-28 21:51:44,300 | INFO | 90db6c61-e282-4e77-b38e-decee092948e | request_id.py | dispatch | GET / Status=200 Duration=0.001s
2026-07-28 21:51:44,334 | INFO | 7ed35184-b0a8-4460-a86a-ca74e636f6f2 | request_id.py | dispatch | GET /favicon.ico
2026-07-28 21:51:44,335 | INFO | 7ed35184-b0a8-4460-a86a-ca74e636f6f2 | request_id.py | dispatch | GET /favicon.ico Status=404 Duration=0.001s
2026-07-28 21:51:50,309 | INFO | 36bc7b4c-65da-4c5f-a11b-22ee34c74c6c | request_id.py | dispatch | GET /predict
2026-07-28 21:51:50,310 | INFO | 36bc7b4c-65da-4c5f-a11b-22ee34c74c6c | request_id.py | dispatch | GET /predict Status=405 Duration=0.000s
2026-07-28 21:51:56,323 | INFO | 7bfa3f09-3ad6-4039-8584-a3306f0027ec | request_id.py | dispatch | GET /docs
2026-07-28 21:51:56,323 | INFO | 7bfa3f09-3ad6-4039-8584-a3306f0027ec | request_id.py | dispatch | GET /docs Status=200 Duration=0.000s
2026-07-28 21:51:56,997 | INFO | 159cb079-b2b5-46f0-adfa-be015dad0233 | request_id.py | dispatch | GET /openapi.json
2026-07-28 21:51:57,026 | INFO | 159cb079-b2b5-46f0-adfa-be015dad0233 | request_id.py | dispatch | GET /openapi.json Status=200 Duration=0.029s
2026-07-28 21:52:56,118 | INFO | - | main.py | <module> | Logging configured.
2026-07-28 21:52:56,119 | INFO | - | main.py | <module> | Application startup completed.
2026-07-28 21:53:11,715 | INFO | c427a6ec-e917-4423-9d3b-d439da2cd886 | request_id.py | dispatch | GET /docs
2026-07-28 21:53:11,716 | INFO | c427a6ec-e917-4423-9d3b-d439da2cd886 | request_id.py | dispatch | GET /docs Status=200 Duration=0.001s
2026-07-28 21:53:11,781 | INFO | 91a945b6-1c41-420c-97e6-00d76ad5b518 | request_id.py | dispatch | GET /openapi.json
2026-07-28 21:53:11,803 | INFO | 91a945b6-1c41-420c-97e6-00d76ad5b518 | request_id.py | dispatch | GET /openapi.json Status=200 Duration=0.021s
2026-07-28 21:54:09,136 | INFO | fa0e6263-c478-49c2-ba21-861d25e941d0 | request_id.py | dispatch | POST /predict
2026-07-28 21:54:09,334 | INFO | fa0e6263-c478-49c2-ba21-861d25e941d0 | request_id.py | dispatch | POST /predict Status=200 Duration=0.197s
2026-07-29 20:38:20,686 | INFO | - | main.py | <module> | ============================================================
2026-07-29 20:38:20,686 | INFO | - | main.py | <module> | AI Incident Intelligence Platform API v1.0.0
2026-07-29 20:38:20,687 | INFO | - | main.py | <module> | ============================================================
2026-07-29 20:38:20,687 | INFO | - | main.py | <module> | Logging configured
2026-07-29 20:38:20,687 | INFO | - | main.py | <module> | Routers registered
2026-07-29 20:38:20,689 | INFO | - | main.py | <module> | Middleware registered
2026-07-29 20:38:20,689 | INFO | - | main.py | <module> | Exception handlers registered
2026-07-29 20:38:20,692 | INFO | - | main.py | <module> | Routers registered
2026-07-29 20:38:20,692 | INFO | - | main.py | <module> | Application startup completed.
